x,y,cc,treatment,area,source
563634.0,5705604.0,113.08333587646484,untreated,non-inoculated,s2s
563644.0,5705604.0,111.08333587646484,untreated,non-inoculated,s2s
563654.0,5705604.0,112.08333587646484,untreated,non-inoculated,s2s
563664.0,5705604.0,110.08333587646484,untreated,non-inoculated,s2s
563574.0,5705594.0,141.0833282470703,untreated,non-inoculated,s2s
563584.0,5705594.0,118.08333587646484,untreated,non-inoculated,s2s
563594.0,5705594.0,114.08333587646484,untreated,non-inoculated,s2s
563604.0,5705594.0,115.08333587646484,untreated,non-inoculated,s2s
563614.0,5705594.0,111.08333587646484,untreated,non-inoculated,s2s
563624.0,5705594.0,112.08333587646484,untreated,non-inoculated,s2s
563634.0,5705594.0,114.08333587646484,untreated,non-inoculated,s2s
563644.0,5705594.0,109.08333587646484,untreated,non-inoculated,s2s
563654.0,5705594.0,111.08333587646484,untreated,non-inoculated,s2s
563664.0,5705594.0,111.08333587646484,untreated,non-inoculated,s2s
563724.0,5705694.0,112.08333587646484,treated,inoculated,s2s
563734.0,5705694.0,114.08333587646484,treated,inoculated,s2s
563744.0,5705694.0,115.08333587646484,treated,inoculated,s2s
563724.0,5705684.0,111.08333587646484,treated,inoculated,s2s
563734.0,5705684.0,112.08333587646484,treated,inoculated,s2s
563744.0,5705684.0,114.08333587646484,treated,inoculated,s2s
563754.0,5705684.0,118.08333587646484,treated,inoculated,s2s
563724.0,5705674.0,116.08333587646484,treated,inoculated,s2s
563734.0,5705674.0,116.08333587646484,treated,inoculated,s2s
563744.0,5705674.0,115.08333587646484,treated,inoculated,s2s
563754.0,5705674.0,119.08333587646484,treated,inoculated,s2s
563724.0,5705664.0,112.08333587646484,treated,inoculated,s2s
563734.0,5705664.0,111.08333587646484,treated,inoculated,s2s
563744.0,5705664.0,112.08333587646484,treated,inoculated,s2s
563724.0,5705644.0,110.08333587646484,treated,inoculated,s2s
563734.0,5705644.0,110.08333587646484,treated,inoculated,s2s
563714.0,5705634.0,111.08333587646484,treated,inoculated,s2s
563724.0,5705634.0,108.08333587646484,treated,inoculated,s2s
563734.0,5705634.0,104.08333587646484,treated,inoculated,s2s
563744.0,5705634.0,104.08333587646484,treated,inoculated,s2s
563714.0,5705624.0,109.08333587646484,treated,inoculated,s2s
563724.0,5705624.0,102.08333587646484,treated,inoculated,s2s
563734.0,5705624.0,101.08333587646484,treated,inoculated,s2s
563744.0,5705624.0,108.08333587646484,treated,inoculated,s2s
563714.0,5705614.0,109.08333587646484,treated,inoculated,s2s
563724.0,5705614.0,102.08333587646484,treated,inoculated,s2s
563734.0,5705614.0,100.08333587646484,treated,inoculated,s2s
563624.0,5705694.0,124.08333587646484,untreated,inoculated,s2s
563634.0,5705694.0,118.08333587646484,untreated,inoculated,s2s
563644.0,5705694.0,124.08333587646484,untreated,inoculated,s2s
563614.0,5705684.0,121.08333587646484,untreated,inoculated,s2s
563624.0,5705684.0,124.08333587646484,untreated,inoculated,s2s
563634.0,5705684.0,124.08333587646484,untreated,inoculated,s2s
563644.0,5705684.0,123.08333587646484,untreated,inoculated,s2s
563614.0,5705674.0,119.08333587646484,untreated,inoculated,s2s
563624.0,5705674.0,126.08333587646484,untreated,inoculated,s2s
563634.0,5705674.0,125.08333587646484,untreated,inoculated,s2s
563644.0,5705674.0,120.08333587646484,untreated,inoculated,s2s
563624.0,5705664.0,120.08333587646484,untreated,inoculated,s2s
563634.0,5705664.0,118.08333587646484,untreated,inoculated,s2s
563644.0,5705664.0,119.08333587646484,untreated,inoculated,s2s
563614.0,5705644.0,121.08333587646484,untreated,inoculated,s2s
563624.0,5705644.0,114.08333587646484,untreated,inoculated,s2s
563634.0,5705644.0,120.08333587646484,untreated,inoculated,s2s
563614.0,5705634.0,118.08333587646484,untreated,inoculated,s2s
563624.0,5705634.0,113.08333587646484,untreated,inoculated,s2s
563634.0,5705634.0,115.08333587646484,untreated,inoculated,s2s
563614.0,5705624.0,111.08333587646484,untreated,inoculated,s2s
563624.0,5705624.0,107.08333587646484,untreated,inoculated,s2s
563634.0,5705624.0,115.08333587646484,untreated,inoculated,s2s
563614.0,5705614.0,107.08333587646484,untreated,inoculated,s2s
563624.0,5705614.0,105.08333587646484,untreated,inoculated,s2s
563634.0,5705614.0,114.08333587646484,untreated,inoculated,s2s
